Label,SMSText,Cleaned_SMSText
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalya f invite friend reply yes no see wsmsacunat stop send stop find
ham,I keep ten rs in my shelf:) buy two egg.,I keep ten shelf buy two egg
ham,I am late. I will be there at,I late I
ham,Well thats nice. Too bad i cant eat it,well nice bad I eat
ham,I accidentally brought em home in the box,I accidentally bring em home box
ham,Pls she needs to dat slowly or she will vomit more.,pus need dat slowly vomit
ham,I have to take exam with in march 3,I take exam march
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babe not go work feel ill last note fond already cover I chuck
ham,5 nights...We nt staying at port step liao...Too ex,night stay port step liaoto ex
ham,If I die I want u to have all my stuffs.,I die I want u stuff
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,oh fuck juswoke bed boston dock sleep wid year old spinous give u da gossip xxx
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile pleasure smile pain smile trouble hour like rain smile sum hurt u smile become someone still love see u smile
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhai sorydarealyfrm heart I story
ham,I re-met alex nichols from middle school and it turns out he's dealing!,I meet flex nicholas middle school turn deal
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,private account statement one no show redeem I point call identify code expire
ham,It means u could not keep ur words.,mean u could not keep word
ham,"Nope, I'm still in the market",hope I still market
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,I realise busy guy I try not bother I get exam way try car gr day
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,choose receive award pus call claim number collect award select receive value mobile customer
ham,Hey what how about your project. Started aha da.,hey project start ah da
ham,Ok cool. See ya then.,ok cool see
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,world site I buy bank I buy self assessment also
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion I kusruthi movable silent spy character not mature stylish simple pus reply
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,someone know try contact via date service find could call mobile lanoline boxskch
ham,Yeah I can still give you a ride,yeah I still give ride
ham,"Jay wants to work out first, how's 4 sound?",jay want work first sound
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",god god chief care sleep well god not
ham,Its a part of checking IQ,part check
ham,Hmm thinking lor...,hm think
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,course not tease I know I simply must see gain keep I post prey love smile devour kiss
ham,thanks for the temales it was wonderful. Thank. Have a great week.,thank temple wonderful thank great week
ham,Thank you princess! I want to see your nice juicy booty...,thank princess I want see nice juice booty
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,not eat day I sit stare juice penza I not eat bed ruin life
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,god ni dearly welfare care dreamsmuah
ham,U come n search tat vid..not finishd..,u come n search tat idiot finish
ham,"K I'm leaving soon, be there a little after 9",k I leave soon little
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgent please call lanoline cash holiday await collection po box may
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",yeah work fine start last week stuff dull easy gun fun
ham,You do your studies alone without anyones help. If you cant no need to study.,study alone without anyone help no need study
ham,Please tell me not all of my car keys are in your purse,please tell I not car key purse
ham,I didnt get anything da,I get anything da
ham,Ok... Sweet dreams...,ok sweet dream
ham,Well she's in for a big surprise!,well big surprise
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
ham,1 in cbe. 2 in chennai.,chennai
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,help u stoop pick u wherever bird r meeting u want
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,anyone call treadmill say buy make sure work I find ad craigslist sell leave
ham,I absolutely LOVE South Park! I only recently started watching the office.,I absolutely love south park I recently start watch office
ham,Did you see that film:),see film
ham,Pls speak with me. I wont ask anything other then you friendship.,pus speak I I ask anything friendship
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",storm mug wen u lift pine u say hello u know real mean hello name girl yes u know dat girl margaret hello girlfriend f grahmbel invite telephone morale get name person not girlfriend g n I g h
ham,Gud ni8.swt drms.take care,god night drmstake care
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,hi darling kate u something tonight go pub call swan something parent one drink phone I u
ham,Anything lar then ü not going home 4 dinner?,anything war u not go home dinner
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",er enjoy indian sal good bout u peter xx
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",not prize go another customer wtcbiz pain pool ltd suite london please call back busy
ham,Did u fix the teeth?if not do it asap.ok take care.,u fix tethif not asapok take care
ham,So u wan 2 come for our dinner tonight a not?,u wan come dinner tonight not
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",helohow u doingwhat u u b move flat cos I need arrange pick lamp etc take care hello caroline
ham,Its too late:)but its k.wish you the same.,late wish
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",hi hope day good back walk table book half eight let I know come
ham,Oh yeah clearly it's my fault,oh yeah clearly fault
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dung let remember may wat time r meeting mr
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",well mug hard person u know one step toward make u fall love amp one step back ruin friendship good night
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number award prize guarantee call land line claim valid pm
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",hello wake sweet morning welcome enjoy day full joy god man
ham,"Vikky, come around  &lt;TIME&gt; ..",come around ltimegt
ham,"And how you will do that, princess? :)",princess
ham,I have gone into get info bt dont know what to do,I go get know
ham,"Yeah, probably here for a while",yeah probably
ham,Sent me ur email id soon,send I email I soon
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",urgent win week free membership prize jackson txt word claim no wdbuknet clad pobox ldnwarw
ham,I'm still pretty weak today .. Bad day ?,I still pretty weak today bad day
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,hey not forget mine I possession property mm childish smile
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),excellent think misundrstud find I know u hate I day wen know truth hate
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey congress u I lui give go home
ham,Dear where you. Call me,dear call I
ham,Xy trying smth now. U eat already? We havent...,try smith u eat already
spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,urgent please call lanoline cash luxury angry island holiday await collection tis po box may pm
ham,I donno its in your genes or something,I genet something
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,come award either gift voucher free entry r weekly draw txt music tic wldewcomwinpmxagesubscription
ham,Alex says he's not ok with you not being ok with it,flex say not ok not ok
ham,Are u coming to the funeral home,u come funeral home
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,darling sister school resume minimum wait period really take care
